,category,gene_program,p_h0,p_h1,log_bayes_factor
0,9,Prostaglandin E2_metabolite_enzyme_sensor_GP,0.9914266082149232,0.008573391785076767,4.750481495608212
1,9,Add-on_29_GP,0.9913269473427812,0.00867305265721885,4.738823573317252
2,9,Add-on_40_GP,0.973250516945816,0.02674948305418401,3.5941263695302075
3,9,VCAN_ligand_receptor_GP,0.9664962664160621,0.03350373358393788,3.3620205527301628
4,9,S100A12_ligand_receptor_GP,0.9657,0.0343,3.337707872772859
5,9,FGF8_ligand_receptor_GP,0.04051139373584026,0.9594886062641598,-3.164817179335659
6,9,TP53_ligand_receptor_GP,0.9584129505127317,0.041587049487268324,3.137489931487509
7,9,Phosphate_metabolite_enzyme_sensor_GP,0.9574190225388949,0.04258097746110512,3.112833530619401
8,9,TYK2_ligand_receptor_GP,0.05994978833888192,0.9400502116611181,-2.752425939642778
9,9,a_ligand_receptor_target_gene_GP,0.062499754007349154,0.9375002459926508,-2.708054399369562
10,9,ULBP3_ligand_receptor_GP,0.06497980578851709,0.9350201942114829,-2.666491585680386
11,9,Vegfc_ligand_receptor_target_gene_GP,0.0655862211005295,0.9344137788994705,-2.656553728516349
12,9,STC1_ligand_receptor_GP,0.9334496456229888,0.06655035437701118,2.640928150226295
13,9,Slpi_ligand_receptor_target_gene_GP,0.9327658991614913,0.06723410083850867,2.629973685639102
14,9,Zpbp2_ligand_receptor_target_gene_GP,0.06727251959389156,0.9327274804061084,-2.6293612422929415
15,9,MYL9_ligand_receptor_GP,0.07362220538841406,0.926377794611586,-2.532335453093506
16,9,Adipoq_ligand_receptor_target_gene_GP,0.07413239852844855,0.9258676014715514,-2.524878581588204
17,9,Rarres1_ligand_receptor_target_gene_GP,0.9217199929048364,0.07828000709516358,2.4659492489230193
18,9,CXCL5_ligand_receptor_GP,0.08345669884284454,0.9165433011571554,-2.396281391752018
19,9,Add-on_21_GP,0.9116512697425649,0.08834873025743506,2.3339657103401747
