,category,gene_program,p_h0,p_h1,log_bayes_factor
0,5,EFNB2_ligand_receptor_GP,0.9836495598636009,0.01635044013639908,4.097014878571416
1,5,IFNA8_ligand_receptor_GP,0.9831212117724246,0.01687878822757538,4.064674721370647
2,5,Cklf_ligand_receptor_target_gene_GP,0.9784728466756385,0.021527153324361503,3.8166779528492536
3,5,CXCL1_ligand_receptor_GP,0.0218,0.9782,-3.803804178265364
4,5,PTH_ligand_receptor_GP,0.9718961212214196,0.02810387877858045,3.543341325904679
5,5,Gm12407_ligand_receptor_target_gene_GP,0.03717522451400553,0.9628247754859944,-3.2542289065866132
6,5,GH2_ligand_receptor_GP,0.03807332521994469,0.9619266747800553,-3.2294243146235093
7,5,Testosterone_metabolite_enzyme_sensor_GP,0.9539066833464674,0.04609331665353256,3.029897885929539
8,5,Dehydroepiandrosterone_metabolite_enzyme_sensor_GP,0.9479862645060897,0.05201373549391031,2.902832185399086
9,5,Rarres1_ligand_receptor_target_gene_GP,0.9455060330985728,0.05449396690142716,2.8536302724308187
10,5,Sectm1a_ligand_receptor_target_gene_GP,0.941600608484161,0.05839939151583895,2.7802757316228495
11,5,STC1_ligand_receptor_GP,0.06729977871852365,0.9327002212814763,-2.6289268943082877
12,5,Il19_ligand_receptor_target_gene_GP,0.9310691477026559,0.06893085229734408,2.6032296855106885
13,5,D-Glucose_metabolite_enzyme_sensor_GP,0.06989657229581482,0.9301034277041852,-2.588279181754023
14,5,Gm13309_ligand_receptor_target_gene_GP,0.925677890470153,0.07432210952984697,2.5221178451361768
15,5,Il22_ligand_receptor_target_gene_GP,0.07583476256763387,0.9241652374323661,-2.5003340874406823
16,5,L-Histidine_metabolite_enzyme_sensor_GP,0.923905251546675,0.07609474845332498,2.496630270766978
17,5,PTPN6_ligand_receptor_GP,0.08102891017653481,0.9189710898234652,-2.4284486567980297
18,5,Dehydroascorbic acid_metabolite_enzyme_sensor_GP,0.9169339477363656,0.0830660522636344,2.401399337116694
19,5,IL4R_ligand_receptor_GP,0.9166,0.08340000000000003,2.3970228626994223
20,5,IL26_ligand_receptor_GP,0.9090543685511387,0.09094563144886125,2.3021430324037335
21,5,CXCL6_ligand_receptor_GP,0.9089894260434026,0.0910105739565974,2.3013577644927143
