,category,gene_program,p_h0,p_h1,log_bayes_factor
0,1,Prostaglandin E2_metabolite_enzyme_sensor_GP,0.011899897003053588,0.9881001029969464,-4.419254266480814
1,1,Add-on_29_GP,0.01915755949551849,0.9808424405044815,-3.9357144460514015
2,1,Vitamin A_metabolite_enzyme_sensor_GP,0.04615381457185082,0.9538461854281491,-3.028522813743319
3,1,Tarm1_ligand_receptor_target_gene_GP,0.9493233239280322,0.0506766760719678,2.9302836734554276
4,1,9-cis-Retinoic acid_metabolite_enzyme_sensor_GP,0.06252482824370961,0.9374751717562904,-2.707626544260924
5,1,Zpbp2_ligand_receptor_target_gene_GP,0.9372881988324787,0.06271180116752129,2.704441164743989
6,1,CSF1_ligand_receptor_GP,0.9296388542659011,0.0703611457340989,2.5811549783476186
7,1,Phosphate_metabolite_enzyme_sensor_GP,0.07271581859885953,0.9272841814011404,-2.5457011306761017
8,1,IFNA21_ligand_receptor_GP,0.07319567905851922,0.9268043209414808,-2.538606064780669
9,1,Fgf9_ligand_receptor_target_gene_GP,0.9201282163348753,0.07987178366512471,2.4440903811188908
10,1,Rarres1_ligand_receptor_target_gene_GP,0.08007386700467113,0.9199261329953289,-2.4413438303674195
11,1,Slpi_ligand_receptor_target_gene_GP,0.08104370298811647,0.9189562970118835,-2.428250014040981
12,1,ETV5_ligand_receptor_GP,0.08202612480152591,0.9179738751984741,-2.415131140150821
13,1,Add-on_21_GP,0.08208793869558034,0.9179120613044196,-2.414310496488631
14,1,IFNA2_ligand_receptor_GP,0.9155672588929572,0.0844327411070428,2.383588574060344
15,1,IL37_ligand_receptor_GP,0.9154172312883356,0.08458276871166437,2.38164938547625
16,1,TP53_ligand_receptor_GP,0.08596017799856975,0.9140398220014303,-2.3639899969377676
17,1,IFNA17_ligand_receptor_GP,0.9103150175710718,0.0896849824289282,2.317487377670658
18,1,Dehydroascorbic acid_metabolite_enzyme_sensor_GP,0.9096094281138168,0.09039057188618316,2.308875338828603
