,category,gene_program,p_h0,p_h1,log_bayes_factor
0,5,Tarm1_ligand_receptor_target_gene_GP,0.9784692810676697,0.021530718932330273,3.8165086894585545
1,5,IFNA16_ligand_receptor_GP,0.9462999684591039,0.05370003154089609,2.869146021297472
2,5,Testosterone_metabolite_enzyme_sensor_GP,0.05534797619482597,0.944652023805174,-2.837176536179217
3,5,Phosphate_metabolite_enzyme_sensor_GP,0.06269103434524569,0.9373089656547543,-2.7047945225818757
4,5,Vitamin A_metabolite_enzyme_sensor_GP,0.06270387973834735,0.9372961202616527,-2.704575938929272
5,5,St6gal1_ligand_receptor_target_gene_GP,0.9372021122208096,0.06279788777919038,2.702977521553787
6,5,IL37_ligand_receptor_GP,0.9365081987762249,0.06349180122377507,2.691247493554371
7,5,Adenosine_metabolite_enzyme_sensor_GP,0.06556553762763821,0.9344344623723618,-2.6568912763314096
8,5,FLT3LG_ligand_receptor_GP,0.9339747330949585,0.06602526690504151,2.6494118848284263
9,5,gamma-Aminobutyric acid_metabolite_enzyme_sensor_GP,0.0691817681529564,0.9308182318470436,-2.5993266565976336
10,5,ADP_metabolite_enzyme_sensor_GP,0.9296306447682108,0.07036935523178922,2.581029477690925
11,5,Col9a2_ligand_receptor_target_gene_GP,0.9293322146691875,0.07066778533081253,2.5764764634393305
12,5,MICB_ligand_receptor_GP,0.9289093215249484,0.07109067847505157,2.5700549015600087
13,5,Androstenedione_metabolite_enzyme_sensor_GP,0.07129688912864628,0.9287031108713537,-2.56693641273462
14,5,TGS1_ligand_receptor_GP,0.927386468370335,0.072613531629665,2.5472190903603806
15,5,Glycerol_metabolite_enzyme_sensor_GP,0.9159535658501503,0.08404643414984969,2.3885962374642986
16,5,CGN_ligand_receptor_GP,0.9123471138069246,0.08765288619307543,2.3426359854561154
