,category,gene_program,p_h0,p_h1,log_bayes_factor
0,3,VCAN_ligand_receptor_GP,0.003623220886525868,0.9963767791134741,-5.61676210015178
1,3,Prostaglandin E2_metabolite_enzyme_sensor_GP,0.0044,0.9956,-5.421741029342953
2,3,ULBP3_ligand_receptor_GP,0.9867107971844251,0.013289202815574885,4.307425097304761
3,3,Add-on_40_GP,0.016008668327070943,0.9839913316729291,-4.118486741699429
4,3,FGF8_ligand_receptor_GP,0.9838433401664531,0.01615665983354686,4.109134338908384
5,3,Fgf21_ligand_receptor_target_gene_GP,0.018587239361584514,0.9814127606384155,-3.9665178365567453
6,3,TP53_ligand_receptor_GP,0.019655698536708503,0.9803443014632915,-3.9095365397963158
7,3,Add-on_29_GP,0.019823395795223218,0.9801766042047768,-3.9008699177787185
8,3,IL37_ligand_receptor_GP,0.9786953112177998,0.021304688782200154,3.827293190437655
9,3,TYK2_ligand_receptor_GP,0.9784357805130223,0.02156421948697773,3.814919718157561
10,3,Rarres1_ligand_receptor_target_gene_GP,0.022632794090916716,0.9773672059090833,-3.765462511386292
11,3,IFNK_ligand_receptor_GP,0.9763238066609793,0.023676193339020712,3.7193242576394057
12,3,COMPLEX:IL12A_IL27_ligand_receptor_GP,0.9758669974845156,0.024133002515484447,3.6997460013098267
13,3,MICA_ligand_receptor_GP,0.9704988084949433,0.0295011915050567,3.493379522320521
14,3,all-trans-Retinoic acid_metabolite_enzyme_sensor_GP,0.032433274473514594,0.9675667255264854,-3.395599503720264
15,3,Thbs2_ligand_receptor_target_gene_GP,0.9635801771142227,0.036419822885777275,3.275542487622881
16,3,Ccl19-ps1_ligand_receptor_target_gene_GP,0.9588637539128003,0.04113624608719968,3.1488593609802185
17,3,a_ligand_receptor_target_gene_GP,0.9579000530072148,0.04209994699278519,3.124696962094227
18,3,PDGFB_ligand_receptor_GP,0.9572321547019248,0.0427678452980752,3.1082594057522517
19,3,Wnt16_ligand_receptor_target_gene_GP,0.04308244950503764,0.9569175504949624,-3.100601523466398
20,3,Bace2_ligand_receptor_target_gene_GP,0.9551610652364981,0.04483893476350187,3.0588031394043456
21,3,Vegfc_ligand_receptor_target_gene_GP,0.9536754189967583,0.04632458100324166,3.024650654467976
22,3,S100A12_ligand_receptor_GP,0.0469,0.9531000000000001,-3.011702154471074
23,3,TSLP_ligand_receptor_GP,0.047398457993563806,0.9526015420064362,-3.000607010689344
24,3,Retinal_metabolite_enzyme_sensor_GP,0.9514554948068497,0.048544505193150345,2.9755119018799703
25,3,ACTR2_ligand_receptor_GP,0.05239239340800835,0.9476076065919916,-2.8951790826322266
26,3,L-Phenylalanine_metabolite_enzyme_sensor_GP,0.9474473042632758,0.052552695736724164,2.8919549253210484
27,3,Dihydrotestosterone_metabolite_enzyme_sensor_GP,0.05343822598761,0.94656177401239,-2.874309901893145
28,3,IFNA21_ligand_receptor_GP,0.0559856544855175,0.9440143455144825,-2.8250458745162494
29,3,Glycerol_metabolite_enzyme_sensor_GP,0.9434647344598074,0.056535265540192614,2.81469437443933
30,3,HSPA4_ligand_receptor_GP,0.05700164993759383,0.9429983500624062,-2.8059843192575427
31,3,MYL9_ligand_receptor_GP,0.9427642024502094,0.05723579754979058,2.801636667000208
32,3,Ret_ligand_receptor_target_gene_GP,0.9425520132068348,0.05744798679316521,2.7977111432934505
33,3,NRP1_ligand_receptor_GP,0.057968784952368596,0.9420312150476314,-2.788133735810857
34,3,FYN_ligand_receptor_GP,0.059,0.9410000000000001,-2.7694056956637736
35,3,AMELY_ligand_receptor_GP,0.9404813868047192,0.059518613195280845,2.760102767342002
36,3,9-cis-Retinoic acid_metabolite_enzyme_sensor_GP,0.06027824971260248,0.9397217502873976,-2.7466124837150185
37,3,CXCL5_ligand_receptor_GP,0.9396373969971573,0.060362603002842685,2.7451242953506103
38,3,STC1_ligand_receptor_GP,0.06040151695958592,0.939598483040414,-2.7444384184438393
39,3,IGSF1_ligand_receptor_GP,0.0606946873590618,0.9393053126409382,-2.739284401606489
40,3,Vitamin A_metabolite_enzyme_sensor_GP,0.061812127938413106,0.9381878720615869,-2.719850628811812
41,3,Tgfb2_ligand_receptor_target_gene_GP,0.06266660868963557,0.9373333913103644,-2.705210277104694
42,3,ULBP1_ligand_receptor_GP,0.937184949726988,0.06281505027301204,2.7026859489359265
43,3,Ezr_ligand_receptor_target_gene_GP,0.9360404219145825,0.06395957808541752,2.6834073699309147
44,3,Angptl4_ligand_receptor_target_gene_GP,0.06774702554462526,0.9322529744553747,-2.62182365426436
45,3,Sbpl_ligand_receptor_target_gene_GP,0.06794188214913889,0.9320581178508611,-2.6187425054803923
