,category,gene_program,p_h0,p_h1,log_bayes_factor
0,9,Add-on_50_GP,0.9901814002206105,0.00981859977938948,4.613609635246067
1,9,HLA-DRA_ligand_receptor_GP,0.9820964926283281,0.0179035073716719,4.004692928600632
2,9,Add-on_29_GP,0.9819955316399118,0.018004468360088177,3.998966788708452
3,9,HLA-DRB1_ligand_receptor_GP,0.9775239378852782,0.02247606211472175,3.7725719435531238
4,9,HLA-DPA1_ligand_receptor_GP,0.023398076280481146,0.9766019237195188,-3.731425312648691
5,9,B2m_ligand_receptor_target_gene_GP,0.02524398075453156,0.9747560192454684,-3.6535994616297516
6,9,CCL5_ligand_receptor_GP,0.9741365090917822,0.025863490908217823,3.628719090039156
7,9,L-Glutamic acid_metabolite_enzyme_sensor_GP,0.9718621097387544,0.02813789026124558,3.5420968560261037
8,9,HLA-C_ligand_receptor_GP,0.9700590593333475,0.029940940666652538,3.4781301586324527
9,9,HLA-DQA1_ligand_receptor_GP,0.9652283411760983,0.03477165882390165,3.3235620429376196
10,9,Dopamine_metabolite_enzyme_sensor_GP,0.03692495506866403,0.963075044931336,-3.2612437254237086
11,9,HLA-A_ligand_receptor_GP,0.9628933699244792,0.03710663007552084,3.2561470167859508
12,9,Adipoq_ligand_receptor_target_gene_GP,0.039321504553376234,0.9606784954466238,-3.1958682420113034
13,9,HLA-DQB1_ligand_receptor_GP,0.9594191509748503,0.04058084902514969,3.163031793818322
14,9,Oxoglutaric acid_metabolite_enzyme_sensor_GP,0.04099999388323797,0.9590000061167621,-3.152319163723383
15,9,HLA-DPB1_ligand_receptor_GP,0.04132833472634321,0.9586716652736568,-3.144000308676468
16,9,SPP1_ligand_receptor_GP,0.041510271561152425,0.9584897284388476,-3.1394179420087927
17,9,Add-on_77_GP,0.956233295027713,0.04376670497228696,3.0841285478504146
18,9,TGFB2_ligand_receptor_GP,0.9511553546226491,0.04884464537735089,2.9690326494931516
19,9,Add-on_27_GP,0.9509127959645503,0.04908720403544975,2.9638239705637224
20,9,HLA-B_ligand_receptor_GP,0.04993460207636796,0.950065397923632,-2.945816631294643
21,9,Lgals3_ligand_receptor_target_gene_GP,0.05213873308026482,0.9478612669197352,-2.9003000388281444
22,9,VSTM1_ligand_receptor_GP,0.9467350625183611,0.05326493748163885,2.877741007659327
23,9,Il7_ligand_receptor_target_gene_GP,0.9458072925332662,0.05419270746673377,2.859492489792838
24,9,PCNA_ligand_receptor_GP,0.05488988166174994,0.9451101183382501,-2.845972421386768
25,9,ASRGL1_ligand_receptor_GP,0.05840442283492411,0.9415955771650759,-2.7801842383293107
26,9,Pip_ligand_receptor_target_gene_GP,0.940241612486892,0.059758387513108024,2.7558273190330396
27,9,Fgf23_ligand_receptor_target_gene_GP,0.06543713274004256,0.9345628672599574,-2.658989022067617
28,9,ETV5_ligand_receptor_GP,0.9321120273069324,0.06788797269306757,2.6195941221966312
29,9,COMPLEX:IL12A_IL27_ligand_receptor_GP,0.9282254804201,0.0717745195799,2.5597451452840194
30,9,Add-on_7_GP,0.9252595014636117,0.07474049853638831,2.516052145967809
31,9,Add-on_49_GP,0.07480418532407843,0.9251958146759216,-2.5151315696926306
32,9,TNFRSF1B_ligand_receptor_GP,0.07674754648748443,0.9232524535125156,-2.487381292824258
33,9,Fndc5_ligand_receptor_target_gene_GP,0.9226718377381395,0.07732816226186046,2.479215419067921
34,9,Wbp1_ligand_receptor_target_gene_GP,0.9225250242328517,0.07747497576714835,2.477159511183709
35,9,Areg_ligand_receptor_target_gene_GP,0.07813620097605037,0.9218637990239497,-2.467944018958191
36,9,Nptx2_ligand_receptor_target_gene_GP,0.07992644064468345,0.9200735593553165,-2.4433469029159633
37,9,Ifnl3_ligand_receptor_target_gene_GP,0.08099139435356362,0.9190086056464364,-2.4289525799628158
38,9,Icam1_ligand_receptor_target_gene_GP,0.9180852954684114,0.08191470453158856,2.4166117834932637
39,9,TYK2_ligand_receptor_GP,0.08471254514084618,0.9152874548591539,-2.379974470910207
40,9,ULBP1_ligand_receptor_GP,0.914051891365571,0.08594810863442903,2.3641436175850044
41,9,ICOSLG_ligand_receptor_GP,0.9138108491953347,0.08618915080466527,2.3610792926491286
42,9,TSLP_ligand_receptor_GP,0.08868998387273684,0.9113100161272631,-2.329736180913514
