,category,gene_program,p_h0,p_h1,log_bayes_factor
0,11,Palmitic acid_metabolite_enzyme_sensor_GP,0.05240560841738552,0.9475943915826145,-2.8949129372339786
1,11,PCNA_ligand_receptor_GP,0.9401589642541552,0.05984103574584476,2.7543573297560324
2,11,TNFRSF1B_ligand_receptor_GP,0.9369433850013089,0.06305661499869109,2.6985898852218604
3,11,TGFB2_ligand_receptor_GP,0.0651806182542747,0.9348193817457253,-2.6631911773087267
4,11,IL1F10_ligand_receptor_GP,0.0667,0.9333,-2.638521739636202
5,11,Ntf5_ligand_receptor_target_gene_GP,0.932582065686316,0.06741793431368404,2.6270460834665097
6,11,TSLP_ligand_receptor_GP,0.9263044023244938,0.07369559767550615,2.531259844447884
7,11,Phosphate_metabolite_enzyme_sensor_GP,0.07443008002854624,0.9255699199714538,-2.5205495158787756
8,11,Heme_metabolite_enzyme_sensor_GP,0.0766385630973377,0.9233614369026623,-2.488920362359897
9,11,Myristic acid_metabolite_enzyme_sensor_GP,0.08031428437591838,0.9196857156240816,-2.438084505463477
10,11,ETV5_ligand_receptor_GP,0.08187620756894043,0.9181237924310596,-2.417123788880394
11,11,AMELY_ligand_receptor_GP,0.08301000158359131,0.9169899984164087,-2.402135463789634
12,11,Clec2i_ligand_receptor_target_gene_GP,0.08430602273653767,0.9156939772634624,-2.3852289163444507
