,category,gene_program,p_h0,p_h1,log_bayes_factor
0,8,Testosterone_metabolite_enzyme_sensor_GP,0.030968098457860138,0.9690319015421398,-3.443339940833498
1,8,Tarm1_ligand_receptor_target_gene_GP,0.9658728457539635,0.03412715424603652,3.342938816264414
2,8,WNT5A_ligand_receptor_GP,0.9529246340318966,0.047075365968103355,3.0077859689813167
3,8,HLA-B_ligand_receptor_GP,0.04882380640822791,0.9511761935917721,-2.969481287141007
4,8,HLA-C_ligand_receptor_GP,0.9507925847021294,0.04920741529787065,2.9612516068493107
5,8,FLT3LG_ligand_receptor_GP,0.950154983991384,0.04984501600861602,2.9477066006705295
6,8,Adenosine diphosphate ribose_metabolite_enzyme_sensor_GP,0.9499964964693265,0.05000350353067351,2.94436522305503
7,8,IFNG_ligand_receptor_GP,0.9499236590071507,0.0500763409928493,2.9428329615261086
8,8,FZD8_ligand_receptor_GP,0.9484221975705209,0.05157780242947907,2.9117083647261595
9,8,SPARC_ligand_receptor_GP,0.9448220562507238,0.055177943749276204,2.84043330580788
10,8,Snx14_ligand_receptor_target_gene_GP,0.05904034691161867,0.9409596530883814,-2.7686792058680583
11,8,gamma-Aminobutyric acid_metabolite_enzyme_sensor_GP,0.062295885007754945,0.937704114992245,-2.7115390844177965
12,8,ADP_metabolite_enzyme_sensor_GP,0.9343989313435048,0.06560106865649518,2.6563114820643903
13,8,Phosphate_metabolite_enzyme_sensor_GP,0.06660779988899915,0.9333922001110009,-2.640003790900516
14,8,Androstenedione_metabolite_enzyme_sensor_GP,0.06854534526891061,0.9314546547310893,-2.6092520080172483
15,8,CGN_ligand_receptor_GP,0.92827391132998,0.07172608867001995,2.560472312150187
16,8,HLA-A_ligand_receptor_GP,0.9277633833156398,0.07223661668436021,2.5528296517548563
17,8,SPP1_ligand_receptor_GP,0.07372310122896797,0.926276898771032,-2.5308570170933264
18,8,Col9a2_ligand_receptor_target_gene_GP,0.9259002704782923,0.07409972952170774,2.525354647450282
19,8,Dll3_ligand_receptor_target_gene_GP,0.925074750933721,0.07492524906627895,2.51338360865017
20,8,IL37_ligand_receptor_GP,0.9240883484885193,0.07591165151148072,2.499237498335932
21,8,Vitamin A_metabolite_enzyme_sensor_GP,0.07619133000425408,0.923808669995746,-2.4952573063366232
22,8,B2m_ligand_receptor_target_gene_GP,0.07634334978229644,0.9236566502177036,-2.4930994857662956
23,8,St6gal1_ligand_receptor_target_gene_GP,0.9229620859045372,0.07703791409546279,2.4832904651015135
24,8,Dopamine_metabolite_enzyme_sensor_GP,0.07755928319659633,0.9224407168034037,-2.4759805217995274
25,8,Add-on_50_GP,0.9221849984338644,0.07781500156613563,2.4724116176947164
26,8,Pcdha9_ligand_receptor_target_gene_GP,0.9189527133079195,0.0810472866920805,2.4282018958559717
27,8,Calca_ligand_receptor_target_gene_GP,0.9163629204296809,0.08363707957031907,2.3939255302507045
28,8,MICB_ligand_receptor_GP,0.9099651630512994,0.09003483694870063,2.3132096437638965
